,p,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,c_a
123,1,394,1275,43,17,,,,,,,a,,1.0
124,1,394,1297,77,17,,,,,,,a,,1.0
125,1,394,1319,28,17,,,,,,,a,,1.0
126,1,394,1341,82,17,,,,,,,a,,1.0
127,1,394,1363,102,17,,,,,,,a,,1.0
128,1,394,1385,63,17,,,,,,,a,,1.0
129,1,394,1407,72,17,,,,,,,a,,1.0
130,1,394,1429,57,17,,,,,,,a,,1.0
131,1,394,1451,43,17,,,,,,,a,,1.0
132,1,394,1473,60,17,,,,,,,a,,1.0
133,1,394,1495,31,17,,,,,,,a,,1.0
134,1,544,1055,33,17,,,,,,,a,,1.0
135,1,544,1077,47,17,,,,,,,a,,1.0
136,1,544,1099,40,17,,,,,,,a,,1.0
137,1,544,1121,32,17,,,,,,,a,,1.0
138,1,544,1143,66,17,,,,,,,a,,1.0
139,1,544,1165,49,17,,,,,,,a,,1.0
140,1,544,1187,45,17,,,,,,,a,,1.0
141,1,544,1209,99,17,,,,,,,a,,1.0
142,1,544,1231,42,17,,,,,,,a,,1.0
143,1,544,1253,44,17,,,,,,,a,,1.0
144,1,544,1275,108,17,,,,,,,a,,1.0
145,1,544,1297,40,17,,,,,,,a,,1.0
146,1,544,1319,37,17,,,,,,,a,,1.0
147,1,544,1341,26,17,,,,,,,a,,1.0
148,1,544,1363,27,17,,,,,,,a,,1.0
149,1,544,1385,40,17,,,,,,,a,,1.0
150,1,544,1407,26,17,,,,,,,a,,1.0
151,1,544,1429,65,17,,,,,,,a,,1.0
152,1,93,1558,66,17,,,,,,,a,,1.0
153,1,93,1580,55,17,,,,,,,a,,1.0
154,1,93,1602,44,17,,,,,,,a,,1.0
155,1,93,1624,38,17,,,,,,,a,,1.0
156,1,93,1646,77,17,,,,,,,a,,1.0
157,1,93,1668,42,17,,,,,,,a,,1.0
158,1,93,1690,40,17,,,,,,,a,,1.0
159,1,93,1712,45,17,,,,,,,a,,1.0
160,1,93,1734,30,17,,,,,,,a,,1.0
161,1,93,1756,37,17,,,,,,,a,,1.0
162,1,93,1778,79,17,,,,,,,a,,1.0
163,1,93,1800,40,17,,,,,,,a,,1.0
164,1,93,1822,72,17,,,,,,,a,,1.0
165,1,93,1844,44,17,,,,,,,a,,1.0
166,1,93,1866,24,17,,,,,,,a,,1.0
167,1,93,1888,42,17,,,,,,,a,,1.0
168,1,93,1910,80,39,,,,,,,a,,1.0
169,1,93,1954,33,17,,,,,,,a,,1.0
170,1,93,1976,45,17,,,,,,,a,,1.0
171,1,93,1998,92,17,,,,,,,a,,1.0
172,1,93,2020,42,17,,,,,,,a,,1.0
173,1,93,2042,45,17,,,,,,,a,,1.0
174,1,93,2064,67,17,,,,,,,a,,1.0
175,1,93,2086,74,17,,,,,,,a,,1.0
176,1,93,2108,42,17,,,,,,,a,,1.0
177,1,93,2130,61,17,,,,,,,a,,1.0
178,1,243,1558,50,17,,,,,,,a,,1.0
179,1,243,1580,35,17,,,,,,,a,,1.0
180,1,243,1602,33,17,,,,,,,a,,1.0
181,1,243,1624,43,17,,,,,,,a,,1.0
182,1,243,1646,40,17,,,,,,,a,,1.0
183,1,243,1668,33,17,,,,,,,a,,1.0
184,1,243,1690,26,17,,,,,,,a,,1.0
185,1,243,1712,108,17,,,,,,,a,,1.0
186,1,243,1734,42,17,,,,,,,a,,1.0
187,1,243,1756,77,17,,,,,,,a,,1.0
188,1,243,1778,78,17,,,,,,,a,,1.0
189,1,243,1800,26,17,,,,,,,a,,1.0
190,1,243,1822,62,17,,,,,,,a,,1.0
191,1,243,1844,57,17,,,,,,,a,,1.0
192,1,243,1866,83,17,,,,,,,a,,1.0
193,1,243,1888,61,17,,,,,,,a,,1.0
194,1,243,1910,56,17,,,,,,,a,,1.0
195,1,243,1932,51,17,,,,,,,a,,1.0
196,1,243,1954,73,17,,,,,,,a,,1.0
197,1,243,1976,32,17,,,,,,,a,,1.0
198,1,243,1998,38,17,,,,,,,a,,1.0
199,1,243,2020,98,17,,,,,,,a,,1.0
200,1,243,2042,51,17,,,,,,,a,,1.0
201,1,243,2064,115,17,,,,,,,a,,1.0
202,1,243,2086,35,17,,,,,,,a,,1.0
203,1,243,2108,34,17,,,,,,,a,,1.0
204,1,243,2130,41,17,,,,,,,a,,1.0
205,1,394,1558,36,17,,,,,,,a,,1.0
206,1,394,1580,72,17,,,,,,,a,,1.0
207,1,394,1602,49,17,,,,,,,a,,1.0
208,1,394,1624,36,17,,,,,,,a,,1.0
209,1,394,1646,29,17,,,,,,,a,,1.0
210,1,394,1668,26,17,,,,,,,a,,1.0
211,1,394,1690,65,17,,,,,,,a,,1.0
212,1,394,1712,34,17,,,,,,,a,,1.0
213,1,394,1734,53,17,,,,,,,a,,1.0
214,1,394,1756,57,17,,,,,,,a,,1.0
215,1,394,1778,81,17,,,,,,,a,,1.0
216,1,394,1800,90,17,,,,,,,a,,1.0
217,1,394,1822,82,17,,,,,,,a,,1.0
218,1,394,1844,56,17,,,,,,,a,,1.0
219,1,394,1866,78,39,,,,,,,a,,1.0
220,1,394,1910,37,17,,,,,,,a,,1.0
221,1,394,1932,47,17,,,,,,,a,,1.0
222,1,394,1954,26,17,,,,,,,a,,1.0
223,1,394,1976,65,17,,,,,,,a,,1.0
224,1,394,1998,68,17,,,,,,,a,,1.0
225,1,394,2020,26,17,,,,,,,a,,1.0
226,1,394,2042,75,17,,,,,,,a,,1.0
227,1,394,2064,49,17,,,,,,,a,,1.0
228,1,394,2086,35,17,,,,,,,a,,1.0
229,1,394,2108,118,17,,,,,,,a,,1.0
230,1,394,2130,86,17,,,,,,,a,,1.0
231,1,544,1558,71,17,,,,,,,a,,1.0
232,1,544,1580,59,17,,,,,,,a,,1.0
233,1,544,1602,64,17,,,,,,,a,,1.0
234,1,544,1624,103,17,,,,,,,a,,1.0
235,1,544,1646,33,17,,,,,,,a,,1.0
236,1,544,1668,51,17,,,,,,,a,,1.0
237,1,544,1690,100,17,,,,,,,a,,1.0
238,1,544,1712,55,17,,,,,,,a,,1.0
239,1,544,1734,40,17,,,,,,,a,,1.0
240,1,544,1756,67,17,,,,,,,a,,1.0
241,1,544,1778,74,17,,,,,,,a,,1.0
242,1,544,1800,51,17,,,,,,,a,,1.0
243,1,544,1822,56,17,,,,,,,a,,1.0
244,1,544,1844,32,17,,,,,,,a,,1.0
245,1,544,1866,50,17,,,,,,,a,,1.0
246,1,544,1888,62,17,,,,,,,a,,1.0
247,1,544,1910,63,17,,,,,,,a,,1.0
248,1,544,1932,56,17,,,,,,,a,,1.0
249,1,544,1954,43,17,,,,,,,a,,1.0
250,1,544,1976,50,17,,,,,,,a,,1.0
251,1,544,1998,41,17,,,,,,,a,,1.0
252,1,544,2020,27,17,,,,,,,a,,1.0
253,1,544,2042,68,17,,,,,,,a,,1.0
254,1,544,2064,34,17,,,,,,,a,,1.0
255,1,544,2086,36,17,,,,,,,a,,1.0
256,1,544,2108,43,17,,,,,,,a,,1.0
257,1,544,2130,37,17,,,,,,,a,,1.0
258,1,93,2193,29,17,,,,,,,a,,1.0
259,1,93,2215,74,17,,,,,,,a,,1.0
260,1,93,2237,53,17,,,,,,,a,,1.0
261,1,93,2259,55,17,,,,,,,a,,1.0
262,1,93,2281,43,17,,,,,,,a,,1.0
263,1,93,2303,46,17,,,,,,,a,,1.0
264,1,93,2325,42,17,,,,,,,a,,1.0
265,1,93,2347,110,17,,,,,,,a,,1.0
266,1,93,2369,42,17,,,,,,,a,,1.0
267,1,243,2193,43,17,,,,,,,a,,1.0
268,1,243,2215,42,17,,,,,,,a,,1.0
269,1,243,2237,101,17,,,,,,,a,,1.0
270,1,243,2259,85,39,,,,,,,a,,1.0
271,1,243,2303,92,17,,,,,,,a,,1.0
272,1,243,2325,85,17,,,,,,,a,,1.0
273,1,243,2347,56,17,,,,,,,a,,1.0
274,1,243,2369,19,17,,,,,,,a,,1.0
275,1,394,2193,43,17,,,,,,,a,,1.0
276,1,394,2215,41,17,,,,,,,a,,1.0
277,1,394,2237,86,17,,,,,,,a,,1.0
278,1,394,2259,36,17,,,,,,,a,,1.0
279,1,394,2281,46,17,,,,,,,a,,1.0
280,1,394,2303,54,17,,,,,,,a,,1.0
281,1,394,2325,93,39,,,,,,,a,,1.0
282,1,394,2369,40,17,,,,,,,a,,1.0
283,1,544,2193,33,17,,,,,,,a,,1.0
284,1,544,2215,29,17,,,,,,,a,,1.0
285,1,544,2237,115,17,,,,,,,a,,1.0
286,1,544,2259,57,17,,,,,,,a,,1.0
287,1,544,2281,50,17,,,,,,,a,,1.0
288,1,544,2303,70,17,,,,,,,a,,1.0
289,1,544,2325,19,17,,,,,,,a,,1.0
290,1,544,2347,47,17,,,,,,,a,,1.0
291,1,94,2407,101,17,,,,,,,a,,1.0
292,1,205,2407,107,17,,,,,,,a,,1.0
293,1,323,2407,91,17,,,,,,,a,,1.0
294,1,425,2407,149,17,,,,,,,a,,1.0
295,1,584,2407,52,17,,,,,,,a,,1.0
296,1,154,2407,527,39,,,,,,,a,,1.0
297,1,213,2429,53,17,,,,,,,a,,1.0
298,1,276,2429,89,17,,,,,,,a,,1.0
299,1,376,2429,72,17,,,,,,,a,,1.0
300,1,459,2429,56,17,,,,,,,a,,1.0
301,1,526,2429,94,17,,,,,,,a,,1.0
302,1,73,653,81,36,,,,,,,a,,1.0
303,1,73,826,140,36,,,,,,,a,,1.0
304,1,73,864,144,36,,,,,,,a,,1.0
305,1,73,902,135,36,,,,,,,a,,1.0
306,1,237,633,173,55,,,,,,,a,,1.0
307,1,410,633,173,50,,,,,,,a,,1.0
308,1,583,633,173,50,,,,,,,a,,1.0
309,1,237,723,173,50,,,,,,,a,,1.0
310,1,410,723,173,50,,,,,,,a,,1.0
311,1,583,723,173,55,,,,,,,a,,1.0
312,1,237,813,173,55,,,,,,,a,,1.0
313,1,410,813,173,55,,,,,,,a,,1.0
314,1,583,813,173,55,,,,,,,a,,1.0
315,1,237,903,173,50,,,,,,,a,,1.0
316,1,410,903,173,55,,,,,,,a,,1.0
317,1,583,903,173,73,,,,,,,a,,1.0
318,1,258,1013,243,15,,,,,,,a,,1.0
319,1,522,1013,63,15,,,,,,,a,,1.0
320,1,607,1013,65,15,,,,,,,a,,1.0
321,1,252,40,270,67,,,1.0,,,,h1,,
322,1,93,580,587,1,,,,1.0,,,h2,,
323,1,93,709,587,1,,,,1.0,,,h2,,
324,1,93,1036,587,1,,,,1.0,,,h2,,
325,1,93,1539,587,1,,,,1.0,,,h2,,
326,1,93,2174,587,1,,,,1.0,,,h2,,
327,1,556,447,56,44,,1.0,,,,,button,,
328,1,252,522,270,33,,1.0,,,,,button,,
329,1,162,447,394,43,,,,,,1.0,input,,
