,p,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,c_a
258,1,2148,2380,270,178,,,,,,,a,,1.0
259,1,2428,2375,270,188,,,,,,,a,,1.0
260,1,2756,2369,49,200,,,,,,,a,,1.0
261,1,2863,2369,174,200,,,,,,,a,,1.0
262,1,3047,2394,270,150,,,,,,,a,,1.0
263,1,3327,2369,260,200,,,,,,,a,,1.0
264,1,3631,2369,77,200,,,,,,,a,,1.0
265,1,3756,2369,136,200,,,,,,,a,,1.0
266,1,224,2648,63,16,,,,,,,a,,1.0
267,1,54,2674,116,200,,,,,,,a,,1.0
268,1,195,2707,270,134,,,,,,,a,,1.0
269,1,478,2674,139,200,,,,,,,a,,1.0
270,1,630,2674,200,200,,,,,,,a,,1.0
271,1,840,2680,270,188,,,,,,,a,,1.0
272,1,1120,2684,270,180,,,,,,,a,,1.0
273,1,1437,2674,71,200,,,,,,,a,,1.0
274,1,1559,2674,200,200,,,,,,,a,,1.0
275,1,1769,2674,256,200,,,,,,,a,,1.0
276,1,2035,2684,270,180,,,,,,,a,,1.0
277,1,2315,2674,188,200,,,,,,,a,,1.0
278,1,2513,2674,178,200,,,,,,,a,,1.0
279,1,2701,2680,270,188,,,,,,,a,,1.0
280,1,0,2948,1000,89,,,,,,,a,,1.0
281,1,10,3072,46,15,,,,,,,a,,1.0
282,1,10,3097,26,15,,,,,,,a,,1.0
283,1,10,3122,85,15,,,,,,,a,,1.0
284,1,10,3147,104,15,,,,,,,a,,1.0
285,1,10,3172,98,15,,,,,,,a,,1.0
286,1,221,3072,91,15,,,,,,,a,,1.0
287,1,221,3097,174,15,,,,,,,a,,1.0
288,1,221,3122,147,15,,,,,,,a,,1.0
289,1,221,3147,154,15,,,,,,,a,,1.0
290,1,221,3172,112,15,,,,,,,a,,1.0
291,1,221,3197,139,15,,,,,,,a,,1.0
292,1,221,3222,116,15,,,,,,,a,,1.0
293,1,226,3248,44,15,,,,,,,a,,1.0
294,1,488,3072,136,15,,,,,,,a,,1.0
295,1,488,3097,97,15,,,,,,,a,,1.0
296,1,488,3122,122,15,,,,,,,a,,1.0
297,1,488,3147,165,15,,,,,,,a,,1.0
298,1,788,3072,77,15,,,,,,,a,,1.0
299,1,788,3097,70,15,,,,,,,a,,1.0
300,1,788,3122,149,15,,,,,,,a,,1.0
301,1,788,3147,145,15,,,,,,,a,,1.0
302,1,788,3172,201,15,,,,,,,a,,1.0
303,1,788,3197,104,15,,,,,,,a,,1.0
304,1,788,3222,27,15,,,,,,,a,,1.0
305,1,206,3347,7,14,,,,,,,a,,1.0
306,1,366,3342,117,35,,,,,,,a,,1.0
307,1,490,3342,153,35,,,,,,,a,,1.0
308,1,650,3342,140,35,,,,,,,a,,1.0
309,1,8,3452,72,34,,,,,,,a,,1.0
310,1,134,3452,98,34,,,,,,,a,,1.0
311,1,270,3452,69,34,,,,,,,a,,1.0
312,1,409,3452,80,34,,,,,,,a,,1.0
313,1,562,3452,59,34,,,,,,,a,,1.0
314,1,716,3452,96,34,,,,,,,a,,1.0
315,1,876,3452,90,34,,,,,,,a,,1.0
316,1,8,3501,88,34,,,,,,,a,,1.0
317,1,134,3501,72,34,,,,,,,a,,1.0
318,1,270,3501,98,34,,,,,,,a,,1.0
319,1,409,3501,83,34,,,,,,,a,,1.0
320,1,562,3501,78,34,,,,,,,a,,1.0
321,1,716,3501,111,34,,,,,,,a,,1.0
322,1,876,3501,37,12,,,,,,,a,,1.0
323,1,8,3550,86,34,,,,,,,a,,1.0
324,1,134,3550,78,34,,,,,,,a,,1.0
325,1,270,3550,64,34,,,,,,,a,,1.0
326,1,409,3550,94,34,,,,,,,a,,1.0
327,1,562,3550,57,34,,,,,,,a,,1.0
328,1,716,3550,69,34,,,,,,,a,,1.0
329,1,876,3550,73,34,,,,,,,a,,1.0
330,1,8,3599,89,34,,,,,,,a,,1.0
331,1,134,3599,57,34,,,,,,,a,,1.0
332,1,270,3599,101,34,,,,,,,a,,1.0
333,1,409,3599,63,34,,,,,,,a,,1.0
334,1,562,3599,116,34,,,,,,,a,,1.0
335,1,716,3599,92,34,,,,,,,a,,1.0
336,1,876,3599,70,34,,,,,,,a,,1.0
337,1,8,3648,59,34,,,,,,,a,,1.0
338,1,134,3648,38,34,,,,,,,a,,1.0
339,1,270,3648,69,34,,,,,,,a,,1.0
340,1,409,3648,115,34,,,,,,,a,,1.0
341,1,562,3648,91,24,,,,,,,a,,1.0
342,1,716,3648,122,34,,,,,,,a,,1.0
343,1,218,3724,109,14,,,,,,,a,,1.0
344,1,327,3724,90,14,,,,,,,a,,1.0
345,1,417,3724,116,14,,,,,,,a,,1.0
346,1,40,369,267,27,,,,1.0,,,h2,,
347,1,367,369,267,27,,,,1.0,,,h2,,
348,1,693,369,267,27,,,,1.0,,,h2,,
349,1,40,809,215,31,,,,1.0,,,h2,,
350,1,40,1114,229,31,,,,1.0,,,h2,,
351,1,40,1419,215,31,,,,1.0,,,h2,,
352,1,40,1724,293,31,,,,1.0,,,h2,,
353,1,40,2029,270,31,,,,1.0,,,h2,,
354,1,40,2334,196,31,,,,1.0,,,h2,,
355,1,40,2639,169,31,,,,1.0,,,h2,,
356,1,607,11,45,35,,,,,,1.0,input,,
357,1,238,12,369,33,,,,,,1.0,input,,
358,1,151,226,89,29,,,,,,1.0,input,,
359,1,255,226,173,29,,,,,,1.0,input,,
