,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,p,c_a
84,552,2202,115,18,,,,,,,a,,1.0,1.0
85,577,2252,90,18,,,,,,,a,,1.0,1.0
86,617,2302,50,18,,,,,,,a,,1.0,1.0
87,321,20,350,20,,,1,,,,h1,,1.0,
88,107,179,560,44,,,1,,,,h1,,1.0,
89,107,149,124,1,,,,1,,,h2,,1.0,
90,107,379,360,52,,,,1,,,h2,,1.0,
91,107,602,360,52,,,,1,,,h2,,1.0,
92,107,825,360,26,,,,1,,,h2,,1.0,
93,107,1022,360,52,,,,1,,,h2,,1.0,
94,107,1245,360,26,,,,1,,,h2,,1.0,
95,107,1442,360,26,,,,1,,,h2,,1.0,
96,107,1639,360,26,,,,1,,,h2,,1.0,
97,107,1816,360,26,,,,1,,,h2,,1.0,
98,517,389,140,36,,,,1,,,h2,,1.0,
99,517,894,140,52,,,,1,,,h2,,1.0,
100,517,1256,140,26,,,,1,,,h2,,1.0,
101,517,1430,140,52,,,,1,,,h2,,1.0,
102,517,1694,140,52,,,,1,,,h2,,1.0,
