,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,p,c_a
72,550,4237,160,14,,,,,,,a,,1.0,1.0
73,550,4274,160,14,,,,,,,a,,1.0,1.0
74,550,4311,160,14,,,,,,,a,,1.0,1.0
75,14,4337,25,35,,,,,,,a,,1.0,1.0
76,47,4337,28,35,,,,,,,a,,1.0,1.0
77,83,4337,33,35,,,,,,,a,,1.0,1.0
78,123,4337,33,35,,,,,,,a,,1.0,1.0
79,10,4455,130,22,,,,,,,a,,1.0,1.0
80,10,4514,44,18,,,,,,,a,,1.0,1.0
81,57,4514,34,18,,,,,,,a,,1.0,1.0
82,94,4514,47,18,,,,,,,a,,1.0,1.0
83,143,4514,47,18,,,,,,,a,,1.0,1.0
84,10,4535,64,18,,,,,,,a,,1.0,1.0
85,77,4535,49,18,,,,,,,a,,1.0,1.0
86,129,4535,46,18,,,,,,,a,,1.0,1.0
87,178,4535,56,18,,,,,,,a,,1.0,1.0
88,10,4556,51,18,,,,,,,a,,1.0,1.0
89,64,4556,30,18,,,,,,,a,,1.0,1.0
90,96,4556,43,18,,,,,,,a,,1.0,1.0
91,143,4556,64,18,,,,,,,a,,1.0,1.0
92,723,568,35,32,,,,,,,a,,1.0,1.0
93,37,250,380,79,,,,1,,,h2,,1.0,
94,357,695,380,79,,,,1,,,h2,,1.0,
95,37,1179,449,79,,,,1,,,h2,,1.0,
96,108,1544,629,79,,,,1,,,h2,,1.0,
97,52,2110,670,19,,,,1,,,h2,,1.0,
98,52,3359,670,19,,,,1,,,h2,,1.0,
99,10,4489,230,21,,,,1,,,h2,,1.0,
100,610,6,26,26,,1,,,,,button,,1.0,
101,92,164,123,58,,1,,,,,button,,1.0,
102,215,164,113,58,,1,,,,,button,,1.0,
103,328,164,216,58,,1,,,,,button,,1.0,
104,544,164,183,58,,1,,,,,button,,1.0,
105,431,5,164,26,,,,,,1,input,,1.0,
