,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,p,c_a
172,102,2898,187,18,,,,,,,a,,1.0,1.0
173,316,2729,210,118,,,,,,,a,,1.0,1.0
174,316,2858,186,32,,,,,,,a,,1.0,1.0
175,316,2898,85,18,,,,,,,a,,1.0,1.0
176,530,2729,210,118,,,,,,,a,,1.0,1.0
177,530,2858,186,32,,,,,,,a,,1.0,1.0
178,530,2898,187,18,,,,,,,a,,1.0,1.0
179,744,2729,210,118,,,,,,,a,,1.0,1.0
180,744,2858,186,32,,,,,,,a,,1.0,1.0
181,744,2898,187,18,,,,,,,a,,1.0,1.0
182,958,2729,210,118,,,,,,,a,,1.0,1.0
183,958,2858,186,32,,,,,,,a,,1.0,1.0
184,958,2898,187,18,,,,,,,a,,1.0,1.0
185,1172,2729,210,118,,,,,,,a,,1.0,1.0
186,1172,2858,186,32,,,,,,,a,,1.0,1.0
187,1172,2898,187,18,,,,,,,a,,1.0,1.0
188,720,2768,40,40,,,,,,,a,,1.0,1.0
189,102,2999,111,20,,,,,,,a,,1.0,1.0
190,221,2991,125,36,,,,,,,a,,1.0,1.0
191,102,3072,210,118,,,,,,,a,,1.0,1.0
192,102,3201,186,32,,,,,,,a,,1.0,1.0
193,102,3241,187,18,,,,,,,a,,1.0,1.0
194,316,3072,210,118,,,,,,,a,,1.0,1.0
195,316,3201,186,16,,,,,,,a,,1.0,1.0
196,316,3225,187,18,,,,,,,a,,1.0,1.0
197,530,3072,210,118,,,,,,,a,,1.0,1.0
198,530,3201,186,32,,,,,,,a,,1.0,1.0
199,530,3241,187,18,,,,,,,a,,1.0,1.0
200,744,3072,210,118,,,,,,,a,,1.0,1.0
201,744,3201,186,32,,,,,,,a,,1.0,1.0
202,744,3241,84,18,,,,,,,a,,1.0,1.0
203,958,3072,210,118,,,,,,,a,,1.0,1.0
204,958,3201,186,32,,,,,,,a,,1.0,1.0
205,958,3241,187,18,,,,,,,a,,1.0,1.0
206,1172,3072,210,118,,,,,,,a,,1.0,1.0
207,1172,3201,186,32,,,,,,,a,,1.0,1.0
208,1172,3241,84,18,,,,,,,a,,1.0,1.0
209,720,3111,40,40,,,,,,,a,,1.0,1.0
210,102,3342,112,20,,,,,,,a,,1.0,1.0
211,222,3334,125,36,,,,,,,a,,1.0,1.0
212,102,3415,210,118,,,,,,,a,,1.0,1.0
213,102,3544,186,32,,,,,,,a,,1.0,1.0
214,102,3584,27,18,,,,,,,a,,1.0,1.0
215,316,3415,210,118,,,,,,,a,,1.0,1.0
216,316,3544,186,32,,,,,,,a,,1.0,1.0
217,316,3584,187,18,,,,,,,a,,1.0,1.0
218,530,3415,210,118,,,,,,,a,,1.0,1.0
219,530,3544,186,32,,,,,,,a,,1.0,1.0
220,530,3584,187,18,,,,,,,a,,1.0,1.0
221,744,3415,210,118,,,,,,,a,,1.0,1.0
222,744,3544,186,32,,,,,,,a,,1.0,1.0
223,744,3584,187,18,,,,,,,a,,1.0,1.0
224,720,3454,40,40,,,,,,,a,,1.0,1.0
225,102,3669,243,20,,,,,,,a,,1.0,1.0
226,353,3661,125,36,,,,,,,a,,1.0,1.0
227,102,3713,210,118,,,,,,,a,,1.0,1.0
228,102,3842,186,32,,,,,,,a,,1.0,1.0
229,102,3882,187,18,,,,,,,a,,1.0,1.0
230,316,3713,210,118,,,,,,,a,,1.0,1.0
231,316,3842,186,32,,,,,,,a,,1.0,1.0
232,316,3882,187,18,,,,,,,a,,1.0,1.0
233,530,3713,210,118,,,,,,,a,,1.0,1.0
234,530,3842,186,32,,,,,,,a,,1.0,1.0
235,530,3882,187,18,,,,,,,a,,1.0,1.0
236,744,3713,210,118,,,,,,,a,,1.0,1.0
237,744,3842,186,32,,,,,,,a,,1.0,1.0
238,744,3882,187,18,,,,,,,a,,1.0,1.0
239,958,3713,210,118,,,,,,,a,,1.0,1.0
240,958,3842,186,32,,,,,,,a,,1.0,1.0
241,958,3882,187,18,,,,,,,a,,1.0,1.0
242,720,3752,40,40,,,,,,,a,,1.0,1.0
243,-168,16,80,24,,,,,,,a,,1.0,1.0
244,456,335,85,40,,,,,,,a,,1.0,1.0
245,549,335,106,40,,,,,,,a,,1.0,1.0
246,651,148,75,38,,,,,,,a,,1.0,1.0
247,283,200,275,60,,,1,,,,h1,,1.0,
248,102,685,283,36,,,,1,,,h2,,1.0,
249,102,999,387,36,,,,1,,,h2,,1.0,
250,102,1313,428,36,,,,1,,,h2,,1.0,
251,102,1677,269,36,,,,1,,,h2,,1.0,
252,102,1991,351,36,,,,1,,,h2,,1.0,
253,102,2334,240,36,,,,1,,,h2,,1.0,
254,102,2677,237,36,,,,1,,,h2,,1.0,
255,102,2991,244,36,,,,1,,,h2,,1.0,
256,102,3334,246,36,,,,1,,,h2,,1.0,
257,102,3661,377,36,,,,1,,,h2,,1.0,
258,24,16,24,24,,1,,,,,button,,1.0,
259,356,12,65,32,,1,,,,,button,,1.0,
260,469,16,24,24,,1,,,,,button,,1.0,
261,517,16,24,24,,1,,,,,button,,1.0,
262,565,16,24,24,,1,,,,,button,,1.0,
263,613,16,24,24,,1,,,,,button,,1.0,
264,947,284,40,40,,1,,,,,button,,1.0,
265,478,352,36,42,,1,,,,,button,,1.0,
266,280,447,68,48,,1,,,,,button,,1.0,
267,114,554,46,36,,1,,,,,button,,1.0,
268,160,554,36,36,,1,,,,,button,,1.0,
269,406,554,36,36,,1,,,,,button,,1.0,
270,442,554,36,36,,1,,,,,button,,1.0,
271,478,554,36,36,,1,,,,,button,,1.0,
272,728,784,24,24,,1,,,,,button,,1.0,
273,728,1098,24,24,,1,,,,,button,,1.0,
274,728,1462,24,24,,1,,,,,button,,1.0,
275,728,1776,24,24,,1,,,,,button,,1.0,
276,728,2119,24,24,,1,,,,,button,,1.0,
277,728,2462,24,24,,1,,,,,button,,1.0,
278,728,2776,24,24,,1,,,,,button,,1.0,
279,728,3119,24,24,,1,,,,,button,,1.0,
280,728,3462,24,24,,1,,,,,button,,1.0,
281,728,3760,24,24,,1,,,,,button,,1.0,
282,-216,16,24,24,,1,,,,,button,,1.0,
283,386,530,40,40,,1,,,,,button,,1.0,
284,218,15,136,26,,,,,,1,input,,1.0,
