,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,p,c_a
84,517,1742,32,18,,,,,,,a,,1.0,1.0
85,569,1730,78,38,,,,,,,a,,1.0,1.0
86,517,1807,32,18,,,,,,,a,,1.0,1.0
87,569,1795,78,38,,,,,,,a,,1.0,1.0
88,517,1872,32,18,,,,,,,a,,1.0,1.0
89,569,1860,78,38,,,,,,,a,,1.0,1.0
90,87,1998,124,25,,,,,,,a,,1.0,1.0
91,87,2023,103,25,,,,,,,a,,1.0,1.0
92,87,2048,109,25,,,,,,,a,,1.0,1.0
93,87,2073,88,25,,,,,,,a,,1.0,1.0
94,87,2098,195,25,,,,,,,a,,1.0,1.0
95,567,2054,100,18,,,,,,,a,,1.0,1.0
96,552,2104,115,18,,,,,,,a,,1.0,1.0
97,577,2154,90,18,,,,,,,a,,1.0,1.0
98,617,2204,50,18,,,,,,,a,,1.0,1.0
99,321,20,350,20,,,1,,,,h1,,1.0,
100,127,500,520,26,,,,1,,,h2,,1.0,
101,117,815,140,62,,,,1,,,h2,,1.0,
102,317,815,140,88,,,,1,,,h2,,1.0,
103,517,815,140,62,,,,1,,,h2,,1.0,
104,117,1043,140,26,,,,1,,,h2,,1.0,
105,317,1043,140,26,,,,1,,,h2,,1.0,
106,317,1434,140,26,,,,1,,,h2,,1.0,
107,517,1043,140,52,,,,1,,,h2,,1.0,
108,517,1441,140,26,,,,1,,,h2,,1.0,
109,517,1597,140,52,,,,1,,,h2,,1.0,
110,127,300,362,50,,,,,,1,input,,1.0,
111,513,298,104,50,,,,,,1,input,,1.0,
