,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,p,c_a
90,0,127,774,473,,,,,,,a,,1.0,1.0
91,0,127,774,473,,,,,,,a,,1.0,1.0
92,0,127,774,473,,,,,,,a,,1.0,1.0
93,0,127,774,473,,,,,,,a,,1.0,1.0
94,0,127,774,473,,,,,,,a,,1.0,1.0
95,27,792,223.1875,146.65625,,,,,,,a,,1.0,1.0
96,27,956,180,53,,,,,,,a,,1.0,1.0
97,275,792,223.1875,146.65625,,,,,,,a,,1.0,1.0
98,275,956,206,131,,,,,,,a,,1.0,1.0
99,523,792,223.1875,146.65625,,,,,,,a,,1.0,1.0
100,523,956,213,105,,,,,,,a,,1.0,1.0
101,27,1169,223.1875,146.65625,,,,,,,a,,1.0,1.0
102,27,1333,219,53,,,,,,,a,,1.0,1.0
103,275,1169,223.1875,146.65625,,,,,,,a,,1.0,1.0
104,275,1333,165,79,,,,,,,a,,1.0,1.0
105,523,1169,223.1875,146.65625,,,,,,,a,,1.0,1.0
106,523,1333,202,53,,,,,,,a,,1.0,1.0
107,202,1546,370,66,,,,,,,a,,1.0,1.0
108,15,2314,209,41,,,,,,,a,,1.0,1.0
109,27,2647,223.1875,148.578125,,,,,,,a,,1.0,1.0
110,34,2826,199,45,,,,,,,a,,1.0,1.0
111,34,2999,125,27,,,,,,,a,,1.0,1.0
112,275,2647,223.1875,148.578125,,,,,,,a,,1.0,1.0
113,282,2826,203,89,,,,,,,a,,1.0,1.0
114,282,3023,125,27,,,,,,,a,,1.0,1.0
115,523,2647,223.1875,148.578125,,,,,,,a,,1.0,1.0
116,530,2826,174,89,,,,,,,a,,1.0,1.0
117,530,3043,125,27,,,,,,,a,,1.0,1.0
118,27,3176,223.1875,148.578125,,,,,,,a,,1.0,1.0
119,34,3355,207,89,,,,,,,a,,1.0,1.0
120,34,3572,125,27,,,,,,,a,,1.0,1.0
121,275,3176,223.1875,148.578125,,,,,,,a,,1.0,1.0
122,282,3355,160,67,,,,,,,a,,1.0,1.0
123,282,3550,125,27,,,,,,,a,,1.0,1.0
124,523,3176,223.1875,148.578125,,,,,,,a,,1.0,1.0
125,530,3355,190,111,,,,,,,a,,1.0,1.0
126,530,3594,125,27,,,,,,,a,,1.0,1.0
127,202,3705,370,66,,,,,,,a,,1.0,1.0
128,28,4069,122.53125,177.1875,,,,,,,a,,1.0,1.0
129,28,4261,115,57,,,,,,,a,,1.0,1.0
130,177,4069,122.53125,171.78125,,,,,,,a,,1.0,1.0
131,177,4256,122,76,,,,,,,a,,1.0,1.0
132,326,4069,122.53125,187.6875,,,,,,,a,,1.0,1.0
133,326,4272,119,76,,,,,,,a,,1.0,1.0
134,474,4069,122.53125,176.875,,,,,,,a,,1.0,1.0
135,474,4261,108,114,,,,,,,a,,1.0,1.0
136,623,4069,122.53125,173.875,,,,,,,a,,1.0,1.0
137,623,4258,100,38,,,,,,,a,,1.0,1.0
138,202,4487,370,66,,,,,,,a,,1.0,1.0
139,234,5011,305,66,,,,,,,a,,1.0,1.0
140,15,6060,36,36,,,,,,,a,,1.0,1.0
141,63,6060,36,36,,,,,,,a,,1.0,1.0
142,111,6060,36,36,,,,,,,a,,1.0,1.0
143,287,5877,200,175,,,,,,,a,,1.0,1.0
144,292,6101,190,17,,,,,,,a,,1.0,1.0
145,15,1812,246,71,,,1,,,,h1,,1.0,
146,220,377,334,80,,,,1,,,h2,,1.0,
147,220,377,334,80,,,,1,,,h2,,1.0,
148,220,377,334,80,,,,1,,,h2,,1.0,
149,220,377,334,80,,,,1,,,h2,,1.0,
150,220,377,334,80,,,,1,,,h2,,1.0,
151,220,377,334,80,,,,1,,,h2,,1.0,
152,220,377,334,80,,,,1,,,h2,,1.0,
153,15,700,744,92,,,,1,,,h2,,1.0,
154,15,2555,744,92,,,,1,,,h2,,1.0,
155,15,3972,744,97,,,,1,,,h2,,1.0,
156,85,4754,604,97,,,,1,,,h2,,1.0,
157,304,564,16,10,,1,,,,,button,,1.0,
158,330,564,16,10,,1,,,,,button,,1.0,
159,356,564,16,10,,1,,,,,button,,1.0,
160,382,564,16,10,,1,,,,,button,,1.0,
161,408,564,16,10,,1,,,,,button,,1.0,
162,434,564,16,10,,1,,,,,button,,1.0,
163,460,564,16,10,,1,,,,,button,,1.0,
164,25,4876,50,50,,1,,,,,button,,1.0,
165,699,4876,50,50,,1,,,,,button,,1.0,
166,586,51,135,37,,,,,,1,input,,1.0,
167,721,51,37,37,,,,,,1,input,,1.0,
168,517,5990,242,27,,,,,,1,input,,1.0,
169,517,6032,242,27,,,,,,1,input,,1.0,
170,655,6074,104,26,,,,,,1,input,,1.0,
