,p,bx,by,bw,bh,c_div,c_button,c_h1,c_h2,c_p,c_input,element,c_img,c_a
67,1,571,100,50,16,,,,,,,a,,1.0
68,1,631,100,39,16,,,,,,,a,,1.0
69,1,680,100,44,16,,,,,,,a,,1.0
70,1,734,100,70,16,,,,,,,a,,1.0
71,1,863,99,33,16,,,,,,,a,,1.0
72,1,984,59,32,17,,,,,,,a,,1.0
73,1,1034,59,64,17,,,,,,,a,,1.0
74,1,984,86,103,20,,,,,,,a,,1.0
75,1,1213,36,60,87,,,,,,,a,,1.0
76,1,589,138,32,17,,,,,,,a,,1.0
77,1,665,138,48,17,,,,,,,a,,1.0
78,1,757,138,64,17,,,,,,,a,,1.0
79,1,72,189,56,15,,,,,,,a,,1.0
80,1,70,217,60,15,,,,,,,a,,1.0
81,1,70,245,60,15,,,,,,,a,,1.0
82,1,70,273,60,15,,,,,,,a,,1.0
83,1,70,301,60,15,,,,,,,a,,1.0
84,1,70,329,60,15,,,,,,,a,,1.0
85,1,70,357,60,15,,,,,,,a,,1.0
86,1,70,385,60,15,,,,,,,a,,1.0
87,1,54,413,92,15,,,,,,,a,,1.0
88,1,70,441,60,15,,,,,,,a,,1.0
89,1,70,469,60,15,,,,,,,a,,1.0
90,1,70,497,60,15,,,,,,,a,,1.0
91,1,-704,171,896,280,,,,,,,a,,1.0
92,1,192,171,896,280,,,,,,,a,,1.0
93,1,1088,171,896,280,,,,,,,a,,1.0
94,1,1984,171,896,280,,,,,,,a,,1.0
95,1,1088,171,192,140,,,,,,,a,,1.0
96,1,1088,311,192,140,,,,,,,a,,1.0
97,1,215,483,383,40,,,,,,,a,,1.0
98,1,623,483,250,40,,,,,,,a,,1.0
99,1,898,483,176,40,,,,,,,a,,1.0
100,1,760,580,153,14,,,,,,,a,,1.0
101,1,937,580,153,14,,,,,,,a,,1.0
102,1,1114,580,150,14,,,,,,,a,,1.0
103,1,170,804,80,40,,,,,,,a,,1.0
104,1,1236,884,28,64,,,,,,,a,,1.0
105,1,16,949,304,248,,,,,,,a,,1.0
106,1,330,949,304,248,,,,,,,a,,1.0
107,1,644,949,304,248,,,,,,,a,,1.0
108,1,958,949,304,248,,,,,,,a,,1.0
109,1,16,1319,237,327,,,,,,,a,,1.0
110,1,270,1319,237,327,,,,,,,a,,1.0
111,1,524,1319,237,327,,,,,,,a,,1.0
112,1,778,1319,237,327,,,,,,,a,,1.0
113,1,1032,1319,237,327,,,,,,,a,,1.0
114,1,16,1663,237,327,,,,,,,a,,1.0
115,1,270,1663,237,327,,,,,,,a,,1.0
116,1,524,1663,237,327,,,,,,,a,,1.0
117,1,778,1663,237,327,,,,,,,a,,1.0
118,1,1032,1663,237,327,,,,,,,a,,1.0
119,1,16,2007,237,327,,,,,,,a,,1.0
120,1,270,2007,237,327,,,,,,,a,,1.0
121,1,524,2007,237,327,,,,,,,a,,1.0
122,1,778,2007,237,327,,,,,,,a,,1.0
123,1,1032,2007,237,327,,,,,,,a,,1.0
124,1,16,2351,237,327,,,,,,,a,,1.0
125,1,270,2351,237,327,,,,,,,a,,1.0
126,1,524,2351,237,327,,,,,,,a,,1.0
127,1,778,2351,237,327,,,,,,,a,,1.0
128,1,1032,2351,237,327,,,,,,,a,,1.0
129,1,0,2820,143,18,,,,,,,a,,1.0
130,1,0,2860,24,16,,,,,,,a,,1.0
131,1,31,2860,48,16,,,,,,,a,,1.0
132,1,86,2860,24,16,,,,,,,a,,1.0
133,1,116,2860,60,16,,,,,,,a,,1.0
134,1,183,2860,24,16,,,,,,,a,,1.0
135,1,214,2860,24,16,,,,,,,a,,1.0
136,1,0,2878,24,16,,,,,,,a,,1.0
137,1,31,2878,24,16,,,,,,,a,,1.0
138,1,62,2878,60,16,,,,,,,a,,1.0
139,1,128,2878,48,16,,,,,,,a,,1.0
140,1,183,2878,24,16,,,,,,,a,,1.0
141,1,0,2896,89,16,,,,,,,a,,1.0
142,1,96,2896,85,16,,,,,,,a,,1.0
143,1,0,2914,77,16,,,,,,,a,,1.0
144,1,84,2914,84,16,,,,,,,a,,1.0
145,1,0,2941,143,18,,,,,,,a,,1.0
146,1,0,2981,36,16,,,,,,,a,,1.0
147,1,43,2981,24,16,,,,,,,a,,1.0
148,1,74,2981,48,16,,,,,,,a,,1.0
149,1,128,2981,36,16,,,,,,,a,,1.0
150,1,171,2981,48,16,,,,,,,a,,1.0
151,1,0,2999,48,16,,,,,,,a,,1.0
152,1,0,3026,78,18,,,,,,,a,,1.0
153,1,0,3066,36,16,,,,,,,a,,1.0
154,1,43,3066,106,16,,,,,,,a,,1.0
155,1,156,3066,82,16,,,,,,,a,,1.0
156,1,0,3084,36,16,,,,,,,a,,1.0
157,1,43,3084,19,16,,,,,,,a,,1.0
158,1,68,3084,24,16,,,,,,,a,,1.0
159,1,99,3084,107,16,,,,,,,a,,1.0
160,1,0,3102,60,16,,,,,,,a,,1.0
161,1,67,3102,24,16,,,,,,,a,,1.0
162,1,98,3102,36,16,,,,,,,a,,1.0
163,1,140,3102,48,16,,,,,,,a,,1.0
164,1,195,3102,36,16,,,,,,,a,,1.0
165,1,256,2820,113,18,,,,,,,a,,1.0
166,1,256,2860,139,16,,,,,,,a,,1.0
167,1,402,2860,48,16,,,,,,,a,,1.0
168,1,256,2878,148,16,,,,,,,a,,1.0
169,1,256,2896,114,16,,,,,,,a,,1.0
170,1,377,2896,48,16,,,,,,,a,,1.0
171,1,256,2923,48,18,,,,,,,a,,1.0
172,1,256,2963,36,16,,,,,,,a,,1.0
173,1,299,2963,48,16,,,,,,,a,,1.0
174,1,354,2963,36,16,,,,,,,a,,1.0
175,1,396,2963,78,16,,,,,,,a,,1.0
176,1,256,2981,48,16,,,,,,,a,,1.0
177,1,311,2981,72,16,,,,,,,a,,1.0
178,1,390,2981,77,16,,,,,,,a,,1.0
179,1,256,2999,48,16,,,,,,,a,,1.0
180,1,311,2999,72,16,,,,,,,a,,1.0
181,1,256,3026,113,18,,,,,,,a,,1.0
182,1,256,3066,101,16,,,,,,,a,,1.0
183,1,364,3066,48,16,,,,,,,a,,1.0
184,1,419,3066,24,16,,,,,,,a,,1.0
185,1,256,3084,84,16,,,,,,,a,,1.0
186,1,347,3084,101,16,,,,,,,a,,1.0
187,1,256,3102,96,16,,,,,,,a,,1.0
188,1,359,3102,53,16,,,,,,,a,,1.0
189,1,419,3102,53,16,,,,,,,a,,1.0
190,1,256,3120,48,16,,,,,,,a,,1.0
191,1,311,3120,24,16,,,,,,,a,,1.0
192,1,342,3120,24,16,,,,,,,a,,1.0
193,1,372,3120,72,16,,,,,,,a,,1.0
194,1,512,2820,144,18,,,,,,,a,,1.0
195,1,512,2860,72,16,,,,,,,a,,1.0
196,1,591,2860,101,16,,,,,,,a,,1.0
197,1,512,2878,77,16,,,,,,,a,,1.0
198,1,596,2878,138,16,,,,,,,a,,1.0
199,1,512,2896,118,16,,,,,,,a,,1.0
200,1,637,2896,72,16,,,,,,,a,,1.0
201,1,512,2914,53,16,,,,,,,a,,1.0
202,1,572,2914,98,16,,,,,,,a,,1.0
203,1,677,2914,72,16,,,,,,,a,,1.0
204,1,512,2941,48,18,,,,,,,a,,1.0
205,1,512,2981,48,16,,,,,,,a,,1.0
206,1,567,2981,36,16,,,,,,,a,,1.0
207,1,610,2981,36,16,,,,,,,a,,1.0
208,1,652,2981,60,16,,,,,,,a,,1.0
209,1,719,2981,24,16,,,,,,,a,,1.0
210,1,512,2999,48,16,,,,,,,a,,1.0
211,1,567,2999,24,16,,,,,,,a,,1.0
212,1,598,2999,24,16,,,,,,,a,,1.0
213,1,628,2999,72,16,,,,,,,a,,1.0
214,1,707,2999,36,16,,,,,,,a,,1.0
215,1,512,3017,24,16,,,,,,,a,,1.0
216,1,543,3017,48,16,,,,,,,a,,1.0
217,1,598,3017,60,16,,,,,,,a,,1.0
218,1,512,3044,121,18,,,,,,,a,,1.0
219,1,512,3084,123,16,,,,,,,a,,1.0
220,1,642,3084,77,16,,,,,,,a,,1.0
221,1,512,3102,48,16,,,,,,,a,,1.0
222,1,567,3102,125,16,,,,,,,a,,1.0
223,1,512,3120,96,16,,,,,,,a,,1.0
224,1,615,3120,96,16,,,,,,,a,,1.0
225,1,512,3138,65,16,,,,,,,a,,1.0
226,1,583,3138,48,16,,,,,,,a,,1.0
227,1,768,2820,114,18,,,,,,,a,,1.0
228,1,768,2860,48,16,,,,,,,a,,1.0
229,1,823,2860,77,16,,,,,,,a,,1.0
230,1,907,2860,65,16,,,,,,,a,,1.0
231,1,768,2878,96,16,,,,,,,a,,1.0
232,1,871,2878,72,16,,,,,,,a,,1.0
233,1,768,2896,96,16,,,,,,,a,,1.0
234,1,768,2923,24,18,,,,,,,a,,1.0
235,1,768,2963,19,16,,,,,,,a,,1.0
236,1,794,2963,36,16,,,,,,,a,,1.0
237,1,836,2963,36,16,,,,,,,a,,1.0
238,1,879,2963,24,16,,,,,,,a,,1.0
239,1,910,2963,24,16,,,,,,,a,,1.0
240,1,941,2963,24,16,,,,,,,a,,1.0
241,1,768,2990,95,18,,,,,,,a,,1.0
242,1,768,3030,36,16,,,,,,,a,,1.0
243,1,811,3030,24,16,,,,,,,a,,1.0
244,1,842,3030,24,16,,,,,,,a,,1.0
245,1,1024,2820,143,18,,,,,,,a,,1.0
246,1,1024,2860,60,16,,,,,,,a,,1.0
247,1,1091,2860,48,16,,,,,,,a,,1.0
248,1,1146,2860,24,16,,,,,,,a,,1.0
249,1,1176,2860,48,16,,,,,,,a,,1.0
250,1,1024,2887,24,18,,,,,,,a,,1.0
251,1,1024,2927,36,16,,,,,,,a,,1.0
252,1,1067,2927,48,16,,,,,,,a,,1.0
253,1,1122,2927,36,16,,,,,,,a,,1.0
254,1,1024,2954,107,18,,,,,,,a,,1.0
255,1,1024,2994,24,16,,,,,,,a,,1.0
256,1,1055,2994,24,16,,,,,,,a,,1.0
257,1,1086,2994,24,16,,,,,,,a,,1.0
258,1,1116,2994,24,16,,,,,,,a,,1.0
259,1,1147,2994,72,16,,,,,,,a,,1.0
260,1,1024,3012,77,16,,,,,,,a,,1.0
261,1,1108,3012,48,16,,,,,,,a,,1.0
262,1,1163,3012,48,16,,,,,,,a,,1.0
263,1,1218,3012,48,16,,,,,,,a,,1.0
264,1,145,3279,95,40,,,,,,,a,,1.0
265,1,305,3307,48,14,,,,,,,a,,1.0
266,1,373,3307,48,14,,,,,,,a,,1.0
267,1,305,3330,48,14,,,,,,,a,,1.0
268,1,373,3330,48,14,,,,,,,a,,1.0
269,1,305,3353,48,14,,,,,,,a,,1.0
270,1,515,3307,48,14,,,,,,,a,,1.0
271,1,515,3330,72,14,,,,,,,a,,1.0
272,1,515,3353,48,14,,,,,,,a,,1.0
273,1,583,3353,48,14,,,,,,,a,,1.0
274,1,725,3307,85,14,,,,,,,a,,1.0
275,1,725,3330,48,14,,,,,,,a,,1.0
276,1,875,3307,48,14,,,,,,,a,,1.0
277,1,875,3330,48,14,,,,,,,a,,1.0
278,1,209,3410,106,12,,,,,,,a,,1.0
279,1,315,3410,67,12,,,,,,,a,,1.0
280,1,382,3410,43,12,,,,,,,a,,1.0
281,1,425,3410,43,12,,,,,,,a,,1.0
282,1,468,3410,43,12,,,,,,,a,,1.0
283,1,511,3410,43,12,,,,,,,a,,1.0
284,1,554,3410,43,12,,,,,,,a,,1.0
285,1,597,3410,55,12,,,,,,,a,,1.0
286,1,652,3410,67,12,,,,,,,a,,1.0
287,1,719,3410,43,12,,,,,,,a,,1.0
288,1,762,3410,55,12,,,,,,,a,,1.0
289,1,817,3410,55,12,,,,,,,a,,1.0
290,1,872,3410,67,12,,,,,,,a,,1.0
291,1,145,3514,85,12,,,,,,,a,,1.0
292,1,230,3514,55,12,,,,,,,a,,1.0
293,1,285,3514,43,12,,,,,,,a,,1.0
294,1,328,3514,55,12,,,,,,,a,,1.0
295,1,383,3514,79,12,,,,,,,a,,1.0
296,1,462,3514,139,12,,,,,,,a,,1.0
297,1,601,3514,45,12,,,,,,,a,,1.0
298,1,646,3514,67,12,,,,,,,a,,1.0
299,1,713,3514,79,12,,,,,,,a,,1.0
300,1,792,3514,55,12,,,,,,,a,,1.0
301,1,847,3514,43,12,,,,,,,a,,1.0
302,1,890,3514,67,12,,,,,,,a,,1.0
303,1,957,3514,43,12,,,,,,,a,,1.0
304,1,1000,3514,43,12,,,,,,,a,,1.0
305,1,1043,3514,55,12,,,,,,,a,,1.0
306,1,149,3539,48,27,,,,,,,a,,1.0
307,1,204,3539,48,27,,,,,,,a,,1.0
308,1,259,3539,48,27,,,,,,,a,,1.0
309,1,314,3539,48,27,,,,,,,a,,1.0
310,1,369,3539,48,27,,,,,,,a,,1.0
311,1,424,3539,48,27,,,,,,,a,,1.0
312,1,479,3539,48,27,,,,,,,a,,1.0
313,1,534,3539,48,27,,,,,,,a,,1.0
314,1,589,3539,48,27,,,,,,,a,,1.0
315,1,644,3539,48,27,,,,,,,a,,1.0
316,1,699,3539,48,27,,,,,,,a,,1.0
317,1,273,3582,103,14,,,,,,,a,,1.0
318,1,0,2789,1280,21,,,,1.0,,,h2,,
319,1,270,56,626,40,,,,,,1.0,input,,
320,1,862,64,24,24,,,,,,1.0,input,,
